,sex,has_photo,has_mobile,followers_count,education_form,relation,education_status,occupation_type,result,english
2105,2,0,1,486,0,0,1,1,0,0
2106,2,0,1,966,0,0,5,1,0,1
2107,1,1,1,231,0,4,5,0,1,1
2108,2,1,1,316,0,0,5,1,0,0
2109,1,1,1,196,0,0,6,1,1,0
2110,2,1,1,86,1,1,5,1,0,0
2111,2,0,0,22,0,4,5,0,0,0
2112,2,1,1,163,0,0,5,1,0,0
2113,2,1,1,122,0,0,1,1,0,0
2114,2,1,1,443,0,6,5,0,0,0
2115,2,1,1,34,1,0,5,0,0,0
2116,2,1,1,56,1,4,5,1,1,0
2117,2,1,1,25,0,1,0,1,1,1
2118,2,0,1,30,0,4,2,1,0,0
2119,1,0,1,362,0,4,5,0,1,0
2120,2,0,1,327,1,1,1,1,0,0
2121,1,0,1,920,0,0,5,0,1,0
2122,1,1,1,380,0,7,5,1,1,0
2123,2,1,1,98,0,0,2,0,0,0
2124,1,1,1,192,2,0,7,1,1,0
2125,1,0,1,1611,0,0,2,0,1,1
2126,2,1,1,36,0,0,2,1,0,0
2127,1,0,1,400,0,0,5,0,1,1
2128,1,0,1,312,0,0,2,1,1,0
2129,2,1,1,1042,1,1,2,1,0,0
2130,2,0,1,205,0,0,2,0,0,1
2131,1,1,1,560,1,0,4,1,1,0
2132,1,1,1,398,1,0,6,0,1,0
2133,1,0,1,136,0,0,4,1,1,1
2134,2,0,0,227,1,2,2,1,0,0
2135,2,0,1,1272,0,0,5,1,0,0
2136,1,1,1,324,0,0,5,1,1,0
2137,2,1,1,116,0,1,7,1,1,1
2138,1,1,1,212,0,0,5,1,1,0
2139,2,0,1,87,0,0,2,1,0,1
2140,1,1,1,193,0,4,2,1,1,0
2141,2,0,1,73,1,4,4,0,0,0
2142,2,0,0,62,0,1,7,1,1,0
2143,2,0,1,232,2,4,4,1,0,0
2144,1,0,1,0,0,0,5,1,1,0
2145,2,1,1,347,1,4,5,0,0,0
2146,1,0,1,1119,0,0,6,1,1,0
2147,1,0,1,2759,0,4,5,1,1,0
2148,1,1,1,43,1,4,5,1,1,0
2149,1,0,1,56,0,0,6,1,1,0
2150,2,0,1,34,1,4,2,1,0,0
2151,1,1,1,1217,0,0,2,0,1,0
2152,2,1,1,30,0,0,8,1,0,0
2153,2,0,1,104,1,1,2,1,1,0
2154,2,0,1,66,0,4,5,1,0,0
2155,2,1,1,108,0,4,1,0,0,0
2156,1,1,1,403,0,4,5,0,1,1
2157,2,0,1,127,0,0,2,0,0,0
2158,2,1,1,37,0,4,5,0,0,0
2159,2,0,1,110,0,0,4,1,0,0
2160,2,1,1,165,0,0,4,1,0,1
2161,2,0,1,125,0,4,2,1,1,0
2162,1,0,1,380,0,4,5,1,0,0
2163,1,1,1,283,1,0,7,1,1,0
2164,2,0,1,224,0,0,5,1,1,0
2165,1,0,1,393,0,4,5,0,1,0
2166,1,1,1,322,0,0,5,1,1,1
2167,1,1,1,1915,0,0,1,1,1,0
2168,1,1,1,617,2,0,5,1,1,0
2169,2,0,1,152,0,1,5,1,0,0
2170,2,0,1,4,0,1,2,1,0,0
2171,2,0,1,14,0,1,5,1,0,0
2172,2,1,1,91,0,4,7,1,0,0
2173,1,1,1,13,2,4,2,1,0,0
2174,2,0,1,93,0,4,5,1,0,0
2175,2,1,1,1019,0,4,5,0,1,0
2176,1,0,1,170,0,0,1,0,1,0
2177,2,0,1,44,0,4,0,0,0,0
2178,1,1,1,274,0,1,2,0,1,0
2179,2,1,1,88,0,0,5,1,1,0
2180,2,1,1,37,0,4,5,0,1,0
2181,1,0,1,377,0,5,5,0,1,0
2182,2,1,1,506,0,4,4,0,0,0
2183,1,1,1,770,0,0,1,1,1,1
2184,1,1,1,416,0,4,5,1,1,1
2185,1,0,1,681,0,0,5,0,1,0
2186,2,0,1,50,0,0,5,1,0,0
2187,1,1,1,150,0,0,5,1,1,0
2188,1,1,1,52,0,4,5,1,1,0
2189,2,1,1,122,0,0,1,1,0,0
2190,1,0,1,1020,1,0,4,1,1,1
2191,1,0,1,1071,0,0,2,0,1,1
2192,2,0,1,292,0,4,0,1,0,0
2193,2,1,1,236,1,0,4,1,0,0
2194,2,1,1,102,0,4,0,1,0,0
2195,2,1,1,45,0,0,6,1,0,0
2196,1,0,1,1788,0,0,2,1,1,1
2197,1,0,1,477,1,1,2,0,1,0
2198,2,0,1,277,0,4,7,1,0,0
2199,1,0,1,35,0,4,6,1,1,0
2200,1,1,1,114,0,4,5,0,1,0
2201,2,1,1,59,2,7,5,1,0,0
2202,2,0,1,149,0,1,2,0,0,0
2203,1,0,1,110,0,0,3,1,1,0
2204,2,1,1,12112,0,1,1,0,0,1
2205,1,1,1,191,0,4,5,0,1,0
2206,2,0,1,81,0,0,5,1,0,0
2207,2,0,1,59,0,0,2,1,0,0
2208,2,1,1,153,0,4,5,1,0,0
2209,2,1,1,83,0,4,1,1,0,0
2210,2,0,1,153,1,4,5,0,0,0
2211,1,1,1,110,2,0,1,1,1,0
2212,1,0,1,372,0,4,2,1,1,0
2213,2,1,1,543,0,0,5,1,1,1
2214,1,1,1,399,0,0,4,1,1,1
2215,2,1,1,81,0,0,5,0,0,0
2216,2,0,1,3184,0,1,7,0,1,1
2217,1,1,1,781,0,0,5,0,1,0
2218,1,0,1,576,0,4,5,1,1,0
2219,1,1,1,254,0,4,1,1,1,0
2220,1,0,1,218,0,0,3,1,1,0
2221,1,0,1,81,0,1,5,1,0,0
2222,1,1,1,194,0,4,5,1,1,0
2223,1,1,1,290,1,4,5,1,1,0
2224,2,0,1,332,0,0,5,1,1,0
2225,2,1,1,36,0,1,2,1,0,0
2226,2,1,1,60,1,4,5,1,1,0
2227,1,0,1,279,0,0,5,1,1,0
2228,2,0,1,45,1,0,0,1,0,0
2229,2,1,1,116,1,1,1,0,0,1
2230,2,1,1,102,1,1,2,1,0,1
2231,2,0,1,135,0,7,2,1,0,0
2232,2,1,1,55,0,0,2,1,0,0
2233,1,0,1,647,0,0,4,0,1,1
2234,1,1,1,188,1,0,5,1,1,0
2235,1,1,1,318,0,0,6,1,1,0
2236,1,1,1,254,2,4,5,1,1,0
2237,2,1,1,129,0,4,5,1,0,0
2238,2,0,1,387,0,1,8,1,1,0
2239,1,1,1,991,0,0,1,0,1,1
2240,1,0,1,402,0,0,5,1,1,0
2241,2,0,1,4,0,0,5,0,1,0
2242,1,1,1,387,0,7,4,1,1,0
2243,1,1,1,1373,0,1,4,1,1,0
2244,1,1,1,1553,0,0,4,1,0,1
2245,1,1,1,460,0,2,5,1,1,0
2246,2,1,1,51,1,0,4,1,0,0
2247,2,0,1,96,0,1,2,1,0,0
2248,2,0,1,110,0,4,2,1,0,0
2249,2,0,1,136,0,4,5,1,0,0
2250,2,0,1,270,0,4,5,0,0,0
2251,1,0,1,794,0,1,2,1,1,0
2252,2,0,1,13,0,0,2,1,1,0
2253,2,0,1,39,0,1,6,0,0,0
2254,2,0,1,46,0,4,2,1,0,0
2255,2,1,1,103,1,0,2,1,0,0
2256,1,0,1,279,0,0,2,1,1,0
2257,2,1,1,1184,0,4,2,1,0,0
2258,2,1,1,182,1,3,7,1,1,0
2259,2,0,1,67,1,6,2,1,0,0
2260,2,0,1,502,0,1,5,0,0,1
2261,1,0,1,186,0,1,6,0,1,0
2262,2,1,1,145,0,4,2,1,0,1
2263,1,1,1,212,0,0,4,1,1,0
2264,1,1,1,717,0,0,5,1,1,0
2265,2,1,1,20,0,1,6,1,1,0
2266,2,1,1,48,0,4,2,0,0,1
2267,2,1,1,655,0,0,5,1,0,0
2268,2,1,1,82,0,0,5,1,1,0
2269,1,0,1,1125,0,4,5,0,1,0
2270,2,0,1,469,0,1,5,0,1,0
2271,2,0,1,68,0,7,4,1,1,0
2272,1,1,1,43,2,0,5,1,1,0
2273,2,0,1,207,0,0,2,1,0,0
2274,2,0,1,135,0,1,3,1,0,0
2275,1,0,1,328,0,2,5,0,1,0
2276,2,1,1,209,0,4,5,0,1,1
2277,2,0,0,37,0,4,5,0,0,0
2278,1,0,1,124,0,0,2,1,1,0
2279,1,1,1,175,0,4,5,1,1,0
2280,2,0,1,429,0,0,2,1,1,1
2281,2,0,1,93,2,0,5,1,1,0
2282,1,1,1,666,0,0,5,1,1,0
2283,2,0,1,47,0,4,2,1,0,0
2284,2,0,1,1676,0,0,5,1,0,0
2285,2,1,1,139,0,4,5,0,0,0
2286,1,1,1,510,0,0,2,0,1,0
2287,2,1,1,511,0,2,5,1,1,0
2288,2,0,1,39,0,4,5,0,0,0
2289,1,1,1,1670,0,4,4,1,1,0
2290,1,0,1,274,0,0,7,1,1,0
2291,1,0,1,986,0,1,2,1,1,0
2292,2,0,1,575,0,1,2,1,1,0
2293,2,0,1,250,0,0,5,1,0,0
2294,1,1,1,3204,0,4,5,1,1,1
2295,1,0,1,283,0,7,5,0,1,0
2296,2,1,1,47,0,0,1,1,0,0
2297,1,0,1,97,0,4,5,0,1,1
2298,2,0,1,629,0,4,2,1,0,0
2299,2,0,1,370,0,0,2,1,0,0
2300,2,1,1,1,0,0,5,1,1,0
2301,1,1,1,94,0,4,5,1,1,0
2302,1,0,1,1075,0,7,5,1,0,0
2303,2,0,1,6,0,4,5,1,0,0
2304,1,0,1,266,2,0,2,1,1,0
2305,2,0,1,11315,1,1,2,1,1,0
2306,1,1,1,182,0,2,2,1,1,0
2307,1,0,1,369,0,0,5,1,1,0
2308,1,1,1,1021,0,4,5,1,1,1
2309,1,0,1,192,0,4,6,0,1,1
2310,2,1,1,47,1,4,5,1,0,0
2311,2,0,1,489,0,0,5,0,0,0
2312,2,0,1,103,1,0,4,1,0,1
2313,2,1,1,36,0,0,5,0,0,0
2314,2,1,1,39,0,4,5,1,1,1
2315,2,1,1,128,0,0,4,1,0,0
2316,2,1,1,278,2,1,1,1,0,0
2317,1,1,1,907,0,0,5,1,1,1
2318,1,1,1,24,0,6,4,1,0,0
2319,2,0,1,186,0,1,5,0,0,1
2320,1,1,1,1799,0,0,2,1,1,1
2321,2,0,1,97,0,1,8,0,1,0
2322,2,1,1,285,0,1,5,0,0,0
2323,2,1,1,189,0,0,5,1,0,0
2324,1,1,1,205,0,0,5,1,0,0
2325,2,1,1,10,0,0,5,1,0,0
2326,2,1,1,55,0,0,2,1,1,0
2327,2,1,1,134,0,1,5,0,1,1
2328,1,0,1,1001,1,4,5,0,1,0
2329,2,1,1,159,1,0,5,0,0,0
2330,1,1,1,551,0,0,2,1,1,0
2331,1,0,1,697,0,4,5,1,1,0
2332,2,0,1,202,1,0,5,1,0,0
2333,2,1,1,200,0,4,5,0,0,0
2334,2,0,1,382,1,0,5,1,0,0
2335,2,0,1,455,1,0,5,1,0,0
2336,1,1,1,246,1,0,2,0,1,1
2337,2,1,1,381,1,4,2,1,0,0
2338,2,0,1,177,0,0,7,0,0,0
2339,2,1,1,483,0,7,5,1,0,0
2340,2,0,1,11,0,0,2,1,0,0
2341,1,0,1,712,0,4,4,1,1,0
2342,1,1,1,589,0,0,5,1,1,0
2343,1,0,1,179,0,0,5,1,1,0
2344,2,1,1,46,1,4,2,1,0,0
2345,1,0,1,40,0,4,6,1,1,0
2346,2,0,0,130,0,0,4,1,1,0
2347,1,0,1,871,1,0,4,0,0,0
2348,2,1,1,297,0,7,1,1,0,0
2349,2,1,1,267,0,4,1,1,0,0
2350,2,1,1,282,0,0,5,0,1,0
2351,2,1,1,206,0,0,2,1,0,0
2352,1,0,1,248,0,2,1,1,1,1
2353,2,1,1,474,0,1,5,1,0,0
2354,1,1,1,1000,1,4,6,0,1,1
2355,2,0,1,291,2,0,7,1,0,0
2356,2,0,1,52,0,4,5,0,0,0
2357,2,1,1,497,0,1,5,1,1,0
2358,1,1,1,1394,0,0,2,0,1,0
2359,2,1,1,210,1,0,5,1,0,0
2360,2,0,1,33,0,4,1,1,0,0
2361,2,1,1,164,0,4,1,0,0,1
2362,1,0,1,535,0,0,1,1,1,0
2363,2,1,1,508,0,1,5,0,0,1
2364,1,1,1,55,0,0,5,1,1,0
2365,2,1,1,9,0,0,7,1,0,0
2366,2,0,1,84,0,4,2,1,0,0
2367,2,1,1,70,0,0,5,1,1,0
2368,1,0,1,925,1,1,5,1,1,0
2369,1,0,1,47,1,0,2,1,1,0
2370,1,0,1,372,0,4,4,0,1,1
2371,2,0,1,17,0,4,5,0,0,0
2372,2,1,1,140,0,0,0,1,0,0
2373,2,0,1,225,0,4,5,0,0,0
2374,1,1,1,6342,0,0,2,0,1,1
2375,1,1,1,126,0,4,5,1,1,0
2376,1,1,1,149,0,0,5,0,1,0
2377,1,0,1,371,0,0,1,1,1,1
2378,2,0,1,218,0,1,5,1,1,0
2379,1,0,1,1219,2,6,4,1,1,0
2380,2,0,1,310,1,0,1,1,0,0
2381,1,0,1,862,0,0,5,1,1,0
2382,2,1,1,222,0,4,2,1,0,0
2383,2,1,1,277,1,4,5,1,0,0
2384,2,0,1,197,0,4,5,0,0,0
2385,1,0,1,978,1,0,4,1,1,1
2386,1,1,1,197,0,0,5,1,1,0
2387,2,1,1,187,0,4,6,1,0,0
2388,1,1,1,27,0,0,1,1,1,0
2389,2,0,1,202,0,0,0,1,0,1
2390,1,1,1,259,0,0,5,1,1,0
2391,2,1,1,127,0,4,5,0,1,0
2392,1,0,1,795,0,6,5,1,0,0
2393,2,0,1,51,0,4,5,1,0,0
2394,2,1,1,601,0,4,8,0,1,0
2395,1,1,1,2052,0,4,1,1,1,1
2396,2,1,0,229,0,0,2,0,0,0
2397,2,0,1,259,0,4,7,0,0,0
2398,2,0,1,144,1,0,7,1,1,0
2399,2,0,1,811,1,0,5,0,0,0
2400,1,0,1,152,0,7,5,1,1,0
2401,2,1,1,174,0,0,5,1,1,0
2402,2,1,1,48,0,4,5,1,0,0
2403,2,1,1,73,0,4,2,1,0,0
2404,1,0,1,626,0,4,5,1,1,0
2405,1,0,1,905,0,0,2,1,1,0
2406,1,1,1,4466,0,0,2,1,0,0
2407,2,1,1,326,0,1,6,1,0,1
2408,2,1,1,3071,0,0,1,0,1,1
2409,1,0,1,712,0,0,3,1,0,1
2410,2,0,1,133,0,4,5,1,0,0
2411,1,0,1,146,0,0,2,1,1,0
2412,1,1,1,1001,0,0,6,1,1,0
2413,2,0,1,43,0,0,2,1,0,0
2414,2,1,1,29,0,0,5,1,0,0
2415,2,0,1,79,0,0,3,1,1,0
2416,2,1,1,197,0,2,6,0,1,0
2417,1,1,1,714,0,4,5,1,1,0
2418,2,0,1,28,0,4,5,1,0,1
2419,2,1,1,27,0,4,5,0,1,0
2420,2,1,1,186,0,6,2,1,0,0
2421,2,1,1,123,0,4,2,0,0,0
2422,2,1,1,51,0,0,5,1,0,0
2423,2,1,1,111,0,4,2,0,1,0
2424,2,1,1,44,0,4,8,0,0,0
2425,2,0,1,28,0,0,5,1,0,0
2426,1,0,1,507,0,0,5,1,1,1
2427,2,1,1,187,0,0,2,0,0,0
2428,2,0,1,27,0,1,5,0,0,1
2429,1,1,1,985,0,2,5,1,1,1
2430,1,1,1,164,0,0,5,0,1,1
2431,2,1,1,120,0,4,2,1,1,0
2432,2,1,1,58,0,4,0,1,1,0
2433,2,0,1,66,1,4,7,0,0,0
2434,1,1,1,637,1,0,1,1,1,0
2435,2,0,1,122,0,4,5,0,0,1
2436,2,1,1,215,0,0,4,0,1,0
2437,2,0,0,81,0,7,2,0,0,0
2438,2,0,1,1394,0,2,0,1,0,1
2439,1,0,1,630,0,0,6,1,1,0
2440,1,0,1,251,0,1,2,1,1,0
2441,2,0,1,120,0,4,7,1,0,0
2442,1,0,1,108,0,0,5,1,1,0
2443,2,0,1,92,0,4,0,0,0,0
2444,2,1,1,61,1,0,5,1,1,0
2445,1,0,1,35,1,0,5,1,1,0
2446,2,1,1,282,0,0,5,1,1,1
2447,2,0,1,698,1,0,2,1,0,0
2448,1,0,1,115,1,7,5,1,1,0
2449,2,1,1,47,1,4,2,1,0,0
2450,1,0,1,304,0,1,5,1,1,0
2451,1,0,1,88,0,0,5,1,1,0
2452,1,1,1,264,0,0,5,1,1,0
2453,2,0,1,3271,0,1,2,1,1,0
2454,1,0,1,2750,0,4,6,0,1,1
2455,1,1,1,49,1,0,2,1,1,0
2456,2,0,0,128,0,6,0,1,1,0
2457,2,0,1,75,0,4,2,1,0,0
2458,2,0,1,151,0,6,5,1,1,0
2459,2,0,1,61,1,0,5,1,1,0
2460,2,0,1,41,0,0,1,1,0,1
2461,2,1,1,672,0,0,5,0,0,0
2462,2,0,1,131,1,4,2,0,0,0
2463,2,1,1,143,2,0,2,1,1,1
2464,2,0,1,57,0,4,5,1,0,0
2465,1,0,1,696,0,4,2,1,0,1
2466,2,1,1,24,0,0,1,1,0,0
2467,1,0,1,1013,0,4,2,1,1,0
2468,2,0,1,958,0,0,5,0,1,0
2469,2,0,1,399,0,0,2,1,0,0
2470,2,0,1,139,0,4,5,0,0,0
2471,2,1,1,78,0,4,2,1,0,0
2472,1,0,1,719,0,0,1,0,1,1
2473,1,1,1,567,0,4,3,1,0,1
2474,2,1,1,237,0,4,5,1,0,0
2475,1,1,1,265,0,0,1,1,1,0
2476,1,1,1,30,0,4,6,1,1,0
2477,1,0,1,161,0,0,1,1,1,0
2478,2,1,1,10,1,4,1,1,0,0
2479,1,1,1,744,0,1,5,1,0,0
2480,1,1,1,862,1,0,2,1,1,0
2481,2,0,1,95,0,0,2,1,0,0
2482,2,1,1,1083,0,1,4,0,1,1
2483,2,1,1,386,0,4,2,0,0,0
2484,2,1,1,335,0,0,1,1,1,1
2485,1,1,1,91,0,0,4,1,1,0
2486,1,1,1,449,0,7,6,1,1,1
2487,2,1,1,260,0,7,1,1,0,0
2488,2,1,1,768,0,0,6,0,1,0
2489,1,0,1,424,0,0,5,0,1,0
2490,1,1,1,119,0,0,2,1,1,0
2491,1,0,1,930,2,0,2,1,0,0
2492,2,1,1,105,0,4,6,0,1,0
2493,1,0,1,195,0,4,1,1,0,0
2494,2,1,1,148,2,5,5,1,0,0
2495,2,0,1,119,0,4,5,1,0,0
2496,2,1,1,22,0,4,5,0,0,0
2497,2,0,1,377,0,0,2,1,0,1
2498,2,1,1,53,0,6,2,0,0,0
2499,1,0,1,2714,0,4,4,0,1,0
2500,2,1,1,206,0,1,5,1,1,0
2501,2,0,1,159,0,4,7,1,0,0
2502,1,1,1,1502,2,1,2,0,1,0
2503,1,0,1,2176,0,4,2,1,1,1
2504,2,0,1,395,0,0,2,1,0,0
2505,2,1,1,26,0,1,1,1,0,0
2506,1,1,1,1163,0,0,2,0,1,1
2507,1,1,1,5996,0,0,5,0,1,1
2508,1,0,1,82,0,0,5,1,1,0
2509,2,0,1,79,0,0,2,1,0,0
2510,2,0,1,131,0,0,5,0,1,0
2511,2,0,1,58,0,4,4,1,0,0
2512,2,1,1,17,0,4,6,1,0,0
2513,1,1,1,29,0,0,5,1,1,0
2514,1,1,1,1518,1,4,5,1,1,0
2515,2,1,1,532,0,0,1,1,1,0
2516,1,1,1,906,0,0,4,0,1,0
2517,1,0,1,361,1,0,5,1,0,0
2518,1,1,1,657,0,0,6,1,1,0
2519,1,0,1,218,0,4,5,1,1,0
2520,2,1,1,34,0,7,1,0,0,0
2521,2,0,1,1201,0,4,2,0,1,1
2522,2,1,1,530,0,1,5,1,1,1
2523,1,0,1,944,0,4,1,0,1,0
2524,1,1,1,86,0,4,5,0,1,0
2525,1,0,1,3093,0,0,5,0,1,0
2526,2,1,1,10,0,4,4,0,1,0
2527,2,0,1,94,0,0,5,1,1,0
2528,1,1,1,402,0,0,2,1,1,0
2529,1,0,1,937,0,7,5,1,1,1
2530,2,1,1,189,0,4,2,0,0,0
2531,2,0,1,1099,0,6,2,1,0,0
2532,2,1,1,480,0,4,7,0,0,0
2533,2,1,1,179,0,4,2,0,0,0
2534,2,1,1,167,0,4,5,0,1,0
2535,2,1,1,68,1,4,2,1,0,0
2536,2,1,1,39,1,5,5,1,0,0
2537,2,0,1,201,0,6,1,1,0,0
2538,2,0,1,58,0,4,5,1,0,0
2539,1,1,1,359,0,0,2,1,1,0
2540,1,1,1,1032,0,4,3,1,1,0
2541,1,1,1,550,1,4,1,1,1,0
2542,2,1,1,163,0,0,2,1,0,0
2543,2,0,1,216,0,0,2,1,0,1
2544,2,0,1,276,0,0,5,0,0,0
2545,1,0,1,517,0,1,6,1,1,0
2546,2,0,1,518,0,1,5,1,0,1
2547,1,1,1,950,0,0,1,1,1,1
2548,1,1,1,2595,1,4,4,0,1,0
2549,2,0,1,109,0,4,5,1,0,0
2550,2,1,1,451,1,7,5,0,1,0
2551,1,1,1,1393,0,0,4,1,1,0
2552,2,1,1,613,1,4,5,0,0,0
2553,1,0,1,43,0,4,1,1,1,0
2554,2,0,1,190,1,1,7,1,0,0
2555,1,0,1,61,1,0,5,1,0,0
2556,2,1,1,57,1,4,5,1,0,0
2557,1,0,1,487,2,0,5,0,1,0
2558,1,1,1,135,0,0,5,1,0,0
2559,1,0,1,652,1,4,5,1,1,0
2560,2,1,1,38,0,0,5,1,1,1
2561,1,1,1,99,0,4,6,1,1,0
2562,1,0,1,591,0,4,5,1,1,0
2563,2,0,1,436,0,4,0,1,0,0
2564,2,1,1,18,0,4,5,1,0,0
2565,1,1,1,167,2,0,4,1,1,1
2566,2,1,1,96,0,0,5,1,1,0
2567,2,1,1,439,1,8,5,1,0,1
2568,1,0,1,229,0,0,4,1,1,0
2569,2,0,1,88,0,0,4,0,0,0
2570,2,0,1,1,0,4,7,1,1,0
2571,1,1,1,1120,1,4,4,0,0,0
2572,2,1,1,115,0,1,2,0,1,0
2573,1,0,1,1795,0,7,2,1,1,1
2574,1,0,1,303,1,8,5,1,1,0
2575,1,1,1,35,0,0,7,1,1,0
2576,1,1,1,287,0,0,1,1,1,0
2577,1,1,1,1124,0,0,5,0,1,1
2578,2,0,1,198,0,2,6,1,0,0
2579,2,1,1,22,0,4,5,1,0,0
2580,1,0,1,433,0,4,5,0,1,0
2581,2,0,1,444,0,4,2,0,0,0
2582,1,0,1,67,0,4,5,1,1,0
2583,2,1,1,3239,0,4,2,1,0,0
2584,1,0,1,225,0,0,5,1,1,0
2585,2,0,1,282,0,0,3,1,0,1
2586,1,0,1,170,0,4,8,0,1,1
2587,1,0,1,341,0,0,2,0,1,0
2588,2,0,1,64,0,5,5,1,0,0
2589,1,1,1,597,0,4,4,1,1,0
2590,2,0,1,93,0,4,2,1,0,0
2591,1,1,1,120,0,4,5,1,1,0
2592,2,0,1,158,0,0,7,1,1,0
2593,2,0,1,204,0,1,0,0,0,0
2594,2,0,1,159,2,1,2,1,0,0
2595,1,1,1,628,0,4,5,0,1,1
2596,2,1,1,127,0,1,4,1,0,0
2597,2,0,1,199,0,0,1,1,0,0
2598,2,0,1,124,0,4,5,0,0,0
2599,2,1,1,121,1,7,1,1,0,1
2600,2,0,1,462,0,0,0,1,0,0
2601,1,0,1,445,0,4,4,1,1,0
2602,2,1,1,95,0,1,5,1,0,0
2603,1,0,1,2410,0,4,5,1,1,0
2604,2,0,1,3738,0,1,6,1,1,0
2605,2,0,1,60,1,0,5,1,0,0
2606,2,0,1,130,0,0,4,1,0,0
2607,2,1,1,84,1,4,4,1,0,1
2608,2,1,1,205,0,4,5,1,0,0
2609,1,0,1,931,0,0,4,0,1,1
2610,2,1,1,411,0,4,2,0,1,0
2611,1,1,1,105,1,0,5,0,1,0
2612,2,0,1,201,2,1,0,1,0,0
2613,1,1,1,6,0,0,1,1,1,0
2614,2,1,1,66,0,0,5,0,0,0
2615,2,0,1,459,0,0,2,0,0,0
2616,2,1,1,66,1,0,2,1,0,0
2617,2,0,1,214,0,1,4,1,0,0
2618,2,1,1,23,0,1,7,1,0,0
2619,2,0,1,493,1,1,2,1,0,0
2620,1,0,1,696,2,5,4,0,1,0
2621,2,1,1,19,1,6,1,0,0,0
2622,2,0,1,813,0,1,1,1,1,0
2623,1,0,1,213,0,4,5,1,1,0
2624,1,0,1,654,0,0,4,1,1,0
2625,2,1,1,29,0,1,2,0,0,0
2626,1,0,1,922,0,7,4,0,1,1
2627,1,1,1,1344,0,4,5,1,0,0
2628,2,0,1,470,0,0,4,1,1,0
2629,1,0,1,178,0,4,5,1,1,0
2630,1,1,1,1092,0,4,5,0,1,1
2631,2,1,1,223,0,4,5,1,0,1
2632,1,1,1,73,0,0,6,1,1,0
2633,2,0,1,178,0,4,1,1,0,0
2634,2,1,1,98,0,0,5,1,0,0
2635,2,1,1,617,0,7,5,0,1,1
2636,2,1,1,1185,2,4,4,1,1,1
2637,2,1,1,188,0,1,5,1,0,1
2638,2,0,1,133,0,0,2,1,0,0
2639,1,0,1,7538,0,3,4,1,1,1
2640,1,0,1,217,0,0,5,0,1,0
2641,1,0,0,109,0,1,5,0,1,0
2642,2,1,1,1711,0,0,5,1,0,0
2643,1,0,1,38,0,4,5,1,1,0
2644,2,1,1,178,0,0,2,1,1,0
2645,2,1,1,403,1,4,2,1,0,0
2646,1,1,1,1104,0,4,1,1,1,1
2647,2,1,1,478,0,7,1,0,1,0
2648,2,1,1,14,0,0,5,0,0,0
2649,2,0,1,77,0,1,5,1,0,0
2650,1,1,1,114,0,0,5,1,1,1
2651,2,1,1,6310,0,0,5,0,1,1
2652,1,1,1,470,0,0,4,0,1,0
2653,1,0,1,417,0,0,3,1,1,0
2654,2,1,1,422,0,0,5,1,0,0
2655,2,1,1,216,0,4,2,1,1,0
2656,1,1,1,491,0,1,1,1,1,0
2657,1,0,1,204,0,1,5,1,1,0
2658,2,1,1,249,0,1,5,0,1,1
2659,1,0,1,422,0,0,2,1,1,0
2660,1,1,1,35,1,0,5,1,1,0
2661,1,0,1,780,0,0,5,1,1,0
2662,2,1,1,51,0,0,1,1,1,1
2663,2,0,1,145,0,0,1,1,0,0
2664,1,0,1,62,0,0,5,1,1,0
2665,2,0,1,98,1,4,4,1,0,0
2666,2,0,1,189,1,5,5,1,1,0
2667,2,1,1,259,0,0,2,1,1,0
2668,1,0,1,425,0,4,4,0,1,0
2669,2,1,1,74,0,0,2,1,1,0
2670,2,0,1,437,0,4,1,1,0,1
2671,2,1,1,3,0,0,5,1,1,0
2672,1,0,1,1783,0,4,2,1,1,0
2673,1,0,1,0,0,1,2,1,1,0
2674,2,0,1,119,0,0,5,0,0,0
2675,1,1,1,1044,0,0,6,1,1,0
2676,2,1,1,72,2,0,5,1,0,1
2677,2,1,1,68,1,4,2,1,0,0
2678,2,1,1,103,1,1,2,1,0,0
2679,2,1,1,644,0,1,5,0,1,1
2680,2,0,1,265,0,4,2,0,1,1
2681,2,0,1,147,0,4,5,0,1,0
2682,1,0,1,295,0,1,2,1,1,0
2683,2,1,1,60,1,0,2,1,0,0
2684,2,1,1,186,1,7,4,0,0,0
2685,2,1,1,213,0,2,1,1,0,0
2686,1,1,1,623,1,1,5,1,0,0
2687,2,0,1,187,0,7,5,1,0,1
2688,1,0,1,347,0,0,5,1,1,0
2689,2,1,1,626,0,0,5,1,0,0
2690,2,1,1,149,0,0,1,1,0,0
2691,2,0,1,61,0,4,5,0,0,0
2692,2,1,1,21,0,6,7,0,0,0
2693,2,0,1,986,0,0,2,0,0,0
2694,2,1,1,202,0,0,5,0,0,0
2695,1,1,1,406,0,1,1,1,1,0
2696,1,0,1,379,0,0,1,0,1,1
2697,1,1,1,110,0,1,5,1,1,0
2698,2,0,1,133,0,0,1,1,0,1
2699,2,0,1,18,1,4,0,1,0,0
2700,2,0,1,273,0,0,5,0,1,0
2701,1,0,1,345,0,1,1,1,1,0
2702,2,0,1,68,1,4,2,1,0,0
2703,1,0,1,859,0,1,5,0,1,1
2704,2,0,1,108,0,0,5,0,0,0
2705,2,0,1,49,0,1,1,1,1,0
2706,2,0,1,1105,1,1,3,1,0,0
2707,1,1,1,70,1,0,4,0,1,0
2708,1,1,1,282,0,4,5,0,1,0
